x1,x2,y
A2,B1,5.001483187271739
A1,B2,-1.1144073680389497
A2,B2,1.1872972521794625
A2,B1,6.187567895771623
A2,B1,3.7633219858774334
A1,B1,1.3394296182837147
A1,B1,2.237735713742982
A2,B1,5.534531803241109
A1,B1,0.3028286781551348
A1,B1,-0.5202993951450856
A2,B2,0.22551461255514238
A2,B1,4.96468816175751
A1,B2,0.1233922902642444
A2,B2,0.4971790345127697
A2,B2,0.5051352668948368
A2,B1,4.910366968946061
A2,B2,1.5965917838471486
A1,B1,0.19786529944762943
A2,B1,6.370647307055771
A2,B2,0.9689513720911707
A2,B1,6.47239167809428
A2,B1,3.890649975098661
A2,B2,-0.5348651795635737
A1,B2,-1.187210279820256
A1,B2,0.33321615972137975
A2,B2,0.31335350822620545
A1,B2,0.21914388736986895
A2,B1,4.797994837753732
A2,B2,1.682931371368895
A2,B2,1.9750618603543713
A1,B1,2.9353854667357027
A1,B1,2.550508547866369
A2,B2,0.8087445964288296
A1,B1,1.3902862463173389
A2,B1,3.6666280143880208
A1,B2,1.7274653251659406
A1,B1,0.28903689912956365
A1,B2,-0.8660808211017736
A1,B2,-0.8597676350522993
A2,B2,0.586298219819537
A1,B1,2.7108627642385983
A2,B1,6.0905981409980114
A1,B2,-1.7617530803246129
A1,B2,-0.013397789051977811
A2,B1,4.923363066415843
A2,B1,3.996914324604801
A2,B2,-0.17968967885898524
A1,B1,0.7106119577286254
A1,B1,2.234457804576451
A2,B1,4.379170675703737
A1,B1,0.6535348618906767
A1,B1,1.1830970781199206
A1,B2,-1.0007376960947771
A2,B2,0.885285203735007
A2,B2,0.512456452224552
A1,B1,0.157205160627928
A2,B1,4.115002327636033
A1,B1,1.8051539163858101
A2,B2,-0.3688580246884512
A2,B1,4.657812187759339
